order_line_id,despatch_date,segment,channel,customer_type,qty,line_value_gbp
OL-26-2645046,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,26,531
OL-26-2645095,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,21,617
OL-26-2645144,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,8,533
OL-26-2645172,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,43,742
OL-26-2645193,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,19,824
OL-26-2645830,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,24,945
OL-26-2645977,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,46,627
OL-26-2646215,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,19,596
OL-26-2646243,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,12,662
OL-26-2646257,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,5,904
OL-26-2646362,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,12,414
OL-26-2646677,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,19,464
OL-26-2646733,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,37,844
OL-26-2646929,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,38,445
OL-26-2647146,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,7,870
OL-26-2647216,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,32,516
OL-26-2647755,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,31,779
OL-26-2647888,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,23,804
OL-26-2648077,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,26,887
OL-26-2648280,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,11,642
OL-26-2648315,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,14,873
OL-26-2648413,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,2,761
OL-26-2648672,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,35,568
OL-26-2648980,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,47,727
OL-26-2649358,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,45,877
OL-26-2649596,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,8,535
OL-26-2649652,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,1,589
OL-26-2649918,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,43,964
OL-26-2649967,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,17,533
OL-26-2650037,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,24,480
OL-26-2650086,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,26,491
OL-26-2650324,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,33,635
OL-26-2650359,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,9,938
OL-26-2650415,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,38,884
OL-26-2650422,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,39,699
OL-26-2650527,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,36,534
OL-26-2650772,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,26,859
OL-26-2650807,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,19,477
OL-26-2651080,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,7,850
OL-26-2651220,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,30,549
OL-26-2651311,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,15,861
OL-26-2651892,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,28,718
OL-26-2651927,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,47,788
OL-26-2652060,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,7,833
OL-26-2652298,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,40,635
OL-26-2652466,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,1,550
OL-26-2652515,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,16,676
OL-26-2652550,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,16,749
OL-26-2652557,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,14,752
OL-26-2652809,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,20,895
OL-26-2652823,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,16,797
OL-26-2653110,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,5,505
OL-26-2653264,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,17,859
OL-26-2653558,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,28,430
OL-26-2653649,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,32,497
OL-26-2653677,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,5,819
OL-26-2653985,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,40,844
OL-26-2654048,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,16,556
OL-26-2654335,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,34,729
OL-26-2654559,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,5,440
OL-26-2654699,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,14,963
OL-26-2654713,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,23,855
OL-26-2654867,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,24,942
OL-26-2654888,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,39,782
OL-26-2654930,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,7,495
OL-26-2655028,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,32,409
OL-26-2655182,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,32,970
OL-26-2655707,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,40,843
OL-26-2655784,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,35,816
OL-26-2655812,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,37,451
OL-26-2655903,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,10,612
OL-26-2655987,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,21,539
OL-26-2656001,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,19,718
OL-26-2656204,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,5,803
OL-26-2656232,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,22,745
OL-26-2656505,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,FM company,38,488
OL-26-2656876,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,24,689
OL-26-2657002,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Public framework,39,516
OL-26-2657219,2026-05-01,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,29,690
OL-26-2657309,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,13,425
OL-26-2657393,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,34,691
OL-26-2657596,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,28,556
OL-26-2657694,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,14,434
OL-26-2657834,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,39,546
OL-26-2658093,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,24,698
OL-26-2658464,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,48,944
OL-26-2658639,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,20,440
OL-26-2658660,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,20,833
OL-26-2658674,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,42,521
OL-26-2658772,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,39,658
OL-26-2658821,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,12,421
OL-26-2658891,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,29,415
OL-26-2659045,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,7,458
OL-26-2659192,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,25,939
OL-26-2659206,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,1,705
OL-26-2659297,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,28,444
OL-26-2659766,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,33,616
OL-26-2659829,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,3,580
OL-26-2659892,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,10,540
OL-26-2660529,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,14,888
OL-26-2661019,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,9,681
OL-26-2661082,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,19,452
OL-26-2661103,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,12,568
OL-26-2661495,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,45,622
OL-26-2661607,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,37,625
OL-26-2661614,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,42,739
OL-26-2661712,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,29,979
OL-26-2661992,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,25,639
OL-26-2662006,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,20,721
OL-26-2662251,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,6,965
OL-26-2662279,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,24,805
OL-26-2662363,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,6,667
OL-26-2662580,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,21,442
OL-26-2662685,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,28,739
OL-26-2662937,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,25,890
OL-26-2663014,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,10,625
OL-26-2663126,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,46,859
OL-26-2663252,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,3,706
OL-26-2663784,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,2,545
OL-26-2663791,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,40,748
OL-26-2663966,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,9,730
OL-26-2663994,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,17,409
OL-26-2664162,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,48,735
OL-26-2664169,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,36,663
OL-26-2664190,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,44,868
OL-26-2664470,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,6,503
OL-26-2664540,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,34,820
OL-26-2664582,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,43,927
OL-26-2664645,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,34,579
OL-26-2664834,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,15,897
OL-26-2664953,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,22,587
OL-26-2665072,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,11,614
OL-26-2665114,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,39,724
OL-26-2665135,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,9,421
OL-26-2665401,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,31,745
OL-26-2665639,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,12,896
OL-26-2665688,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,33,833
OL-26-2665709,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,39,889
OL-26-2665940,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,1,677
OL-26-2666381,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Public framework,30,799
OL-26-2666395,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,48,707
OL-26-2666451,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,6,935
OL-26-2666486,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,3,573
OL-26-2666577,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,26,733
OL-26-2666591,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,35,634
OL-26-2666626,2026-05-01,Facilities & Safety Supplies,Spot & project orders,FM company,36,534
OL-26-2666864,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,21,683
OL-26-2667095,2026-05-01,Facilities & Safety Supplies,Spot & project orders,NHS trust,15,745
OL-26-2667137,2026-05-01,Facilities & Safety Supplies,Spot & project orders,Manufacturer,21,606
